MSGID,SYMBOL,ENUMNAME,FACILITY,OWNER,CATEGORY,SEVERITY,STATUS,SRC
158,SET_INDEX_UNABLE_READ_CDX_TAG_DIRECTORY_TEXT,SetIndexUnableReadCdxTagDirectoryText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
159,SET_INDEX_TAG_NOT_FOUND_IN_CONTAINER_TEXT,SetIndexTagNotFoundInContainerText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
160,SET_INDEX_OPEN_CDX_CONTAINER_NOT_FOUND_TEXT,SetIndexOpenCdxContainerNotFoundText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
161,SET_INDEX_OPEN_CDX_ENV_MISSING_TEXT,SetIndexOpenCdxEnvMissingText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
162,SET_INDEX_OPEN_CDX_BACKEND_OPEN_FAILED_TEXT,SetIndexOpenCdxBackendOpenFailedText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
163,SET_INDEX_OPEN_CDX_BACKEND_OPEN_FAILED_DETAIL_TEXT,SetIndexOpenCdxBackendOpenFailedDetailText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
164,SET_INDEX_OPEN_CNX_CONTAINER_NOT_FOUND_TEXT,SetIndexOpenCnxContainerNotFoundText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
165,SET_INDEX_OPEN_CNX_BACKEND_OPEN_FAILED_TEXT,SetIndexOpenCnxBackendOpenFailedText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
166,SET_INDEX_FILE_NOT_FOUND_TEXT,SetIndexFileNotFoundText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
167,SET_INDEX_CDX_ENV_MISSING_TEXT,SetIndexCdxEnvMissingText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
168,SET_INDEX_CONTAINER_LINE,SetIndexContainerLine,COMMAND:SET INDEX,COMMAND:SET INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
169,SET_INDEX_EXPECTED_ENV_LINE,SetIndexExpectedEnvLine,COMMAND:SET INDEX,COMMAND:SET INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
170,SET_INDEX_LMDB_ENV_LINE,SetIndexLmdbEnvLine,COMMAND:SET INDEX,COMMAND:SET INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
171,SET_INDEX_HINT_REINDEX_BUILDLMDB_TEXT,SetIndexHintReindexBuildLmdbText,COMMAND:SET INDEX,COMMAND:SET INDEX,HINT,INFO,ACTIVE,src/help/helpdata_messages.cpp
172,SET_INDEX_CDX_ATTACHED_TEXT,SetIndexCdxAttachedText,COMMAND:SET INDEX,COMMAND:SET INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
173,SET_INDEX_CNX_ATTACHED_TEXT,SetIndexCnxAttachedText,COMMAND:SET INDEX,COMMAND:SET INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
174,SET_INDEX_INX_ATTACHED_TEXT,SetIndexInxAttachedText,COMMAND:SET INDEX,COMMAND:SET INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
175,SET_INDEX_USE_SET_ORDER_HINT_TEXT,SetIndexUseSetOrderHintText,COMMAND:SET INDEX,COMMAND:SET INDEX,HINT,INFO,ACTIVE,src/help/helpdata_messages.cpp
176,SET_INDEX_TAG_NOT_FOUND_TEXT,SetIndexTagNotFoundText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
177,SET_INDEX_TAG_INVALID_FOR_TABLE_TEXT,SetIndexTagInvalidForTableText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
178,SET_INDEX_INX_TAG_IGNORED_TEXT,SetIndexInxTagIgnoredText,COMMAND:SET INDEX,COMMAND:SET INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
179,SET_INDEX_UNSUPPORTED_RESOLVED_EXTENSION_TEXT,SetIndexUnsupportedResolvedExtensionText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
180,SET_INDEX_UNABLE_ACTIVATE_TAG_TEXT,SetIndexUnableActivateTagText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
181,SET_INDEX_ATTACHED_ACTIVATED_TEXT,SetIndexAttachedActivatedText,COMMAND:SET INDEX,COMMAND:SET INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
182,SET_INDEX_TAG_ASC_LINE,SetIndexTagAscLine,COMMAND:SET INDEX,COMMAND:SET INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
183,SET_ORDER_USAGE_TEXT,SetOrderUsageText,COMMAND:SET ORDER,COMMAND:SET ORDER,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
184,SET_ORDER_NONE_PHYSICAL_TEXT,SetOrderNonePhysicalText,COMMAND:SET ORDER,COMMAND:SET ORDER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
185,SET_ORDER_STATUS_TEXT,SetOrderStatusText,COMMAND:SET ORDER,COMMAND:SET ORDER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
186,SET_ORDER_TAG_CLAUSE_TEXT,SetOrderTagClauseText,COMMAND:SET ORDER,COMMAND:SET ORDER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
187,SET_ORDER_MISSING_TARGET_TEXT,SetOrderMissingTargetText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
188,SET_ORDER_ENGINE_UNAVAILABLE_TEXT,SetOrderEngineUnavailableText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
189,SET_ORDER_UNKNOWN_AREA_ALIAS_TEXT,SetOrderUnknownAreaAliasText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
190,SET_ORDER_NO_TABLE_OPEN_TARGET_AREA_TEXT,SetOrderNoTableOpenTargetAreaText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
191,SET_ORDER_CLEARED_PHYSICAL_TEXT,SetOrderClearedPhysicalText,COMMAND:SET ORDER,COMMAND:SET ORDER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
192,SET_ORDER_NUMERIC_NOT_IMPLEMENTED_TEXT,SetOrderNumericNotImplementedText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
193,SET_ORDER_MISSING_TAG_NAME_AFTER_TAG_TEXT,SetOrderMissingTagNameAfterTagText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
194,SET_ORDER_EXPECTS_TAG_NOT_CONTAINER_TEXT,SetOrderExpectsTagNotContainerText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
195,SET_ORDER_USE_TITLE_TEXT,SetOrderUseTitleText,COMMAND:SET ORDER,COMMAND:SET ORDER,HINT,INFO,ACTIVE,src/help/helpdata_messages.cpp
196,SET_ORDER_UNABLE_RESOLVE_CONTAINER_TEXT,SetOrderUnableResolveContainerText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
197,SET_ORDER_MISSING_TAG_TEXT,SetOrderMissingTagText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
198,SET_ORDER_FILE_NOT_FOUND_TEXT,SetOrderFileNotFoundText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
199,SET_ORDER_INX_NOT_IMPLEMENTED_TEXT,SetOrderInxNotImplementedText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
200,SET_ORDER_TAG_NOT_AVAILABLE_FOR_CNX_TEXT,SetOrderTagNotAvailableForCnxText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
201,SET_ORDER_UNSUPPORTED_INDEX_CONTAINER_TEXT,SetOrderUnsupportedIndexContainerText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
202,SET_ORDER_UNABLE_ACTIVATE_ORDER_TEXT,SetOrderUnableActivateOrderText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
203,SET_ORDER_ACTIVATED_TEXT,SetOrderActivatedText,COMMAND:SET ORDER,COMMAND:SET ORDER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
204,SET_ORDER_UNABLE_OPEN_CDX_CONTAINER_TEXT,SetOrderUnableOpenCdxContainerText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
205,SET_ORDER_UNABLE_READ_CDX_TAG_DIRECTORY_TEXT,SetOrderUnableReadCdxTagDirectoryText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
206,SET_ORDER_TAG_NOT_FOUND_IN_CONTAINER_TEXT,SetOrderTagNotFoundInContainerText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
207,SET_ORDER_V32_USES_CNX_NOT_CDX_TEXT,SetOrderV32UsesCnxNotCdxText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
208,SET_ORDER_V64_REQUIRES_CDX_TEXT,SetOrderV64RequiresCdxText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
209,SET_ORDER_OPEN_CDX_CONTAINER_NOT_FOUND_TEXT,SetOrderOpenCdxContainerNotFoundText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
210,SET_ORDER_OPEN_CDX_ENV_MISSING_TEXT,SetOrderOpenCdxEnvMissingText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
211,SET_ORDER_OPEN_CDX_BACKEND_OPEN_FAILED_TEXT,SetOrderOpenCdxBackendOpenFailedText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
212,SET_ORDER_OPEN_CDX_BACKEND_OPEN_FAILED_DETAIL_TEXT,SetOrderOpenCdxBackendOpenFailedDetailText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
213,SET_ORDER_OPEN_CNX_CONTAINER_NOT_FOUND_TEXT,SetOrderOpenCnxContainerNotFoundText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
214,SET_ORDER_OPEN_CNX_BACKEND_OPEN_FAILED_TEXT,SetOrderOpenCnxBackendOpenFailedText,COMMAND:SET ORDER,COMMAND:SET ORDER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
215,SET_CDX_USAGE_TEXT,SetCdxUsageText,COMMAND:SET CDX,COMMAND:SET CDX,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
216,SET_CDX_ATTACHED_TEXT,SetCdxAttachedText,COMMAND:SET CDX,COMMAND:SET CDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
217,SET_CDX_FAILED_TEXT,SetCdxFailedText,COMMAND:SET CDX,COMMAND:SET CDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
218,SET_CNX_USAGE_TEXT,SetCnxUsageText,COMMAND:SET CNX,COMMAND:SET CNX,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
219,SET_CNX_ATTACHED_TEXT,SetCnxAttachedText,COMMAND:SET CNX,COMMAND:SET CNX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
220,SET_CNX_FAILED_TEXT,SetCnxFailedText,COMMAND:SET CNX,COMMAND:SET CNX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
221,SET_LMDB_USAGE_TEXT,SetLmdbUsageText,COMMAND:SET LMDB,COMMAND:SET LMDB,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
222,SET_LMDB_STATUS_TEXT,SetLmdbStatusText,COMMAND:SET LMDB,COMMAND:SET LMDB,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
223,SET_LMDB_BACKEND_LINE_TEXT,SetLmdbBackendLineText,COMMAND:SET LMDB,COMMAND:SET LMDB,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
224,SET_LMDB_OPEN_CDX_FAILED_TEXT,SetLmdbOpenCdxFailedText,COMMAND:SET LMDB,COMMAND:SET LMDB,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
225,SET_LMDB_USING_TEXT,SetLmdbUsingText,COMMAND:SET LMDB,COMMAND:SET LMDB,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
226,SET_LMDB_ENVDIR_LINE_TEXT,SetLmdbEnvdirLineText,COMMAND:SET LMDB,COMMAND:SET LMDB,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
227,SET_UNIQUE_USAGE_TEXT,SetUniqueUsageText,COMMAND:SET UNIQUE,COMMAND:SET UNIQUE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
228,SET_UNIQUE_NONE_TEXT,SetUniqueNoneText,COMMAND:SET UNIQUE,COMMAND:SET UNIQUE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
229,SET_UNIQUE_FIELDS_TEXT,SetUniqueFieldsText,COMMAND:SET UNIQUE,COMMAND:SET UNIQUE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
230,SET_UNIQUE_FIELD_STATUS_TEXT,SetUniqueFieldStatusText,COMMAND:SET UNIQUE,COMMAND:SET UNIQUE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
231,SET_CASE_USAGE_TEXT,SetCaseUsageText,COMMAND:SET CASE,COMMAND:SET CASE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
232,SET_CASE_STATUS_TEXT,SetCaseStatusText,COMMAND:SET CASE,COMMAND:SET CASE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
233,SET_NEAR_USAGE_TEXT,SetNearUsageText,COMMAND:SET NEAR,COMMAND:SET NEAR,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
234,SET_NEAR_STATUS_TEXT,SetNearStatusText,COMMAND:SET NEAR,COMMAND:SET NEAR,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
235,SET_FILTER_USAGE_TEXT,SetFilterUsageText,COMMAND:SET FILTER,COMMAND:SET FILTER,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
236,SET_FILTER_EXPECTED_TO_TEXT,SetFilterExpectedToText,COMMAND:SET FILTER,COMMAND:SET FILTER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
237,SET_FILTER_CLEARED_TEXT,SetFilterClearedText,COMMAND:SET FILTER,COMMAND:SET FILTER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
238,SET_FILTER_ERROR_TEXT,SetFilterErrorText,COMMAND:SET FILTER,COMMAND:SET FILTER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
239,SET_FILTER_APPLIED_TEXT,SetFilterAppliedText,COMMAND:SET FILTER,COMMAND:SET FILTER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
240,SET_RELATION_USAGE_TEXT,SetRelationUsageText,COMMAND:SET RELATION,COMMAND:SET RELATION,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
241,SET_RELATION_NO_CURRENT_PARENT_TEXT,SetRelationNoCurrentParentText,COMMAND:SET RELATION,COMMAND:SET RELATION,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
242,SET_RELATION_OK_TEXT,SetRelationOkText,COMMAND:SET RELATION,COMMAND:SET RELATION,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
243,SET_RELATION_OFF_INTO_REQUIRES_CHILD_TEXT,SetRelationOffIntoRequiresChildText,COMMAND:SET RELATION,COMMAND:SET RELATION,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
244,SET_RELATION_EXPECTED_OFF_TAIL_TEXT,SetRelationExpectedOffTailText,COMMAND:SET RELATION,COMMAND:SET RELATION,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
245,SET_RELATION_ADDITIVE_REQUIRES_TO_INTO_TEXT,SetRelationAdditiveRequiresToIntoText,COMMAND:SET RELATION,COMMAND:SET RELATION,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
246,SET_RELATION_ADDITIVE_EXPECTS_TO_TEXT,SetRelationAdditiveExpectsToText,COMMAND:SET RELATION,COMMAND:SET RELATION,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
247,SET_RELATION_EXPECTED_TO_ADDITIVE_OFF_TEXT,SetRelationExpectedToAdditiveOffText,COMMAND:SET RELATION,COMMAND:SET RELATION,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
248,SET_RELATION_INVALID_CLAUSE_TEXT,SetRelationInvalidClauseText,COMMAND:SET RELATION,COMMAND:SET RELATION,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
249,SET_RELATION_EMPTY_EXPRESSION_FOR_CHILD_TEXT,SetRelationEmptyExpressionForChildText,COMMAND:SET RELATION,COMMAND:SET RELATION,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
250,REL_DIAG_ADD_FAILED_NO_FIELDS_TEXT,RelDiagAddFailedNoFieldsText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
251,REL_DIAG_ADD_FAILED_FIELD_COUNT_MISMATCH_TEXT,RelDiagAddFailedFieldCountMismatchText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
252,REL_DIAG_ADD_FAILED_NOT_OPEN_TEXT,RelDiagAddFailedNotOpenText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
253,REL_DIAG_PARENT_FIELD_NOT_FOUND_TEXT,RelDiagParentFieldNotFoundText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
254,REL_DIAG_CHILD_FIELD_NOT_FOUND_TEXT,RelDiagChildFieldNotFoundText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
255,REL_DIAG_ADDED_TEXT,RelDiagAddedText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
256,REL_DIAG_NO_RELATIONS_DEFINED_TEXT,RelDiagNoRelationsDefinedText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
257,REL_DIAG_RELATION_NOT_FOUND_TEXT,RelDiagRelationNotFoundText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
258,REL_DIAG_REMOVED_TEXT,RelDiagRemovedText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
259,REL_DIAG_CLEARED_FOR_TEXT,RelDiagClearedForText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
260,REL_DIAG_CLEARED_ALL_TEXT,RelDiagClearedAllText,SUBSYSTEM:REL,SUBSYSTEM:REL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
261,SET_RELATIONS_USAGE_TEXT,SetRelationsUsageText,COMMAND:SET RELATIONS,COMMAND:SET RELATIONS,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
262,RELATIONS_USAGE_TEXT,RelationsUsageText,COMMAND:RELATIONS,COMMAND:RELATIONS,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
263,RELATIONS_FILE_USAGE_TEXT,RelationsFileUsageText,COMMAND:REL,COMMAND:REL,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
264,SET_RELATIONS_ADD_USAGE_TEXT,SetRelationsAddUsageText,COMMAND:SET RELATIONS,COMMAND:SET RELATIONS,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
265,SET_RELATIONS_ADD_USAGE_WITH_TO_TEXT,SetRelationsAddUsageWithToText,COMMAND:SET RELATIONS,COMMAND:SET RELATIONS,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
266,SET_RELATIONS_NO_FIELDS_TEXT,SetRelationsNoFieldsText,COMMAND:SET RELATIONS,COMMAND:SET RELATIONS,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
267,SET_RELATIONS_FIELD_COUNT_MISMATCH_TEXT,SetRelationsFieldCountMismatchText,COMMAND:SET RELATIONS,COMMAND:SET RELATIONS,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
268,SET_RELATIONS_CLEAR_USAGE_TEXT,SetRelationsClearUsageText,COMMAND:SET RELATIONS,COMMAND:SET RELATIONS,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
269,SET_RELATIONS_UNKNOWN_OP_TEXT,SetRelationsUnknownOpText,COMMAND:SET RELATIONS,COMMAND:SET RELATIONS,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
270,REL_LIST_NO_CURRENT_PARENT_TEXT,RelListNoCurrentParentText,COMMAND:RELATIONS,COMMAND:RELATIONS,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
271,REL_LIST_TREE_ROOTED_AT_TEXT,RelListTreeRootedAtText,COMMAND:RELATIONS,COMMAND:RELATIONS,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
272,REL_LIST_NONE_TEXT,RelListNoneText,COMMAND:RELATIONS,COMMAND:RELATIONS,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
273,REL_LIST_PARENT_HEADER_TEXT,RelListParentHeaderText,COMMAND:RELATIONS,COMMAND:RELATIONS,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
274,REL_LIST_MATCH_LINE_TEXT,RelListMatchLineText,COMMAND:RELATIONS,COMMAND:RELATIONS,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
275,REL_SAVE_CANNOT_WRITE_TEXT,RelSaveCannotWriteText,COMMAND:REL SAVE,COMMAND:REL SAVE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
276,REL_SAVE_OK_TEXT,RelSaveOkText,COMMAND:REL SAVE,COMMAND:REL SAVE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
277,REL_LOAD_CANNOT_READ_TEXT,RelLoadCannotReadText,COMMAND:REL LOAD,COMMAND:REL LOAD,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
278,REL_LOAD_NO_RELATIONS_FOUND_TEXT,RelLoadNoRelationsFoundText,COMMAND:REL LOAD,COMMAND:REL LOAD,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
279,REL_LOAD_OK_TEXT,RelLoadOkText,COMMAND:REL LOAD,COMMAND:REL LOAD,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
280,REL_JOIN_USAGE_TEXT,RelJoinUsageText,COMMAND:REL JOIN,COMMAND:REL JOIN,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
281,REL_JOIN_LIMIT_REQUIRES_NUMBER_TEXT,RelJoinLimitRequiresNumberText,COMMAND:REL JOIN,COMMAND:REL JOIN,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
282,REL_JOIN_MISSING_TUPLE_TEXT,RelJoinMissingTupleText,COMMAND:REL JOIN,COMMAND:REL JOIN,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
283,REL_JOIN_TUPLE_REQUIRES_EXPRESSION_TEXT,RelJoinTupleRequiresExpressionText,COMMAND:REL JOIN,COMMAND:REL JOIN,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
284,REL_ENUM_USAGE_TEXT,RelEnumUsageText,COMMAND:REL ENUM,COMMAND:REL ENUM,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
285,REL_ENUM_LIMIT_REQUIRES_NUMBER_TEXT,RelEnumLimitRequiresNumberText,COMMAND:REL ENUM,COMMAND:REL ENUM,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
286,REL_ENUM_MISSING_TUPLE_TEXT,RelEnumMissingTupleText,COMMAND:REL ENUM,COMMAND:REL ENUM,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
287,REL_ENUM_TUPLE_REQUIRES_EXPRESSION_TEXT,RelEnumTupleRequiresExpressionText,COMMAND:REL ENUM,COMMAND:REL ENUM,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
288,ERSATZ_USAGE_TEXT,ErsatzUsageText,COMMAND:ERSATZ,COMMAND:ERSATZ,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
289,ERSATZ_STATUS_HEADER_TEXT,ErsatzStatusHeaderText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
290,ERSATZ_SESSION_RESET_TEXT,ErsatzSessionResetText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
291,ERSATZ_ORDER_LINE,ErsatzOrderLine,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
292,ERSATZ_RECNO_STATUS_TEXT,ErsatzRecnoStatusText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
293,ERSATZ_ROOT_LINE,ErsatzRootLine,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
294,ERSATZ_ROOT_SET_TEXT,ErsatzRootSetText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
